,Index,Well,Leg,Formation,Biozone,Measured Depth (ft),Footage Drilled / hr ,WHP (psig),SiBHP (psig),BHP (psig),Difference,Reservoir Gas Rate (MMSCF/D),BHT (DegF),"Comments, post SNOC input"
1476,1754,SAJAA-06,LEG D,HABSHAN,44_H80,13310.0,46.0,80.1,860,1254,,2.933,,
1477,1755,SAJAA-06,LEG D,HABSHAN,44_H80,13356.0,44.0,86.6,860,1257,,2.854,,
1478,1756,SAJAA-06,LEG D,HABSHAN,44_H80,13400.0,52.0,88.0,860,1266,,2.93,,
1479,1757,SAJAA-06,LEG D,HABSHAN,44_H80,13452.0,43.4,84.8,860,1284,,2.546,,
1480,1758,SAJAA-06,LEG D,HABSHAN,44_H80,13495.4,42.6,89.4,860,1257,,2.861,,
1481,1759,SAJAA-06,LEG D,HABSHAN,44_H80,13538.0,53.0,97.2,860,1263,,3.036,,
1482,1760,SAJAA-06,LEG D,HABSHAN,44_H80,13591.0,17.0,86.0,860,1269,,2.555,,
1483,1761,SAJAA-06,LEG D,HABSHAN,44_H80,13608.0,32.0,91.7,860,1286,,2.852,,
1484,1762,SAJAA-06,LEG D,HABSHAN,44_H80,13640.0,57.0,89.2,860,1270,,2.67,,
1485,1763,SAJAA-06,LEG D,HABSHAN,43_H90,13697.0,33.0,86.7,860,1265,,2.633,,
1486,1764,SAJAA-06,LEG D,HABSHAN,43_H90,13730.0,37.0,79.8,860,1256,,2.301,,
1487,1765,SAJAA-06,LEG D,HABSHAN,43_H90,13767.0,46.0,84.3,860,1271,,2.509,,
1488,1766,SAJAA-06,LEG D,HABSHAN,43_H90,13813.0,67.0,82.8,860,1274,,2.535,,
1489,1767,SAJAA-06,LEG D,HABSHAN,43_H90,13880.0,26.0,76.1,860,1275,,2.492,,
1490,1768,SAJAA-06,LEG D,HABSHAN,43_H90,13906.0,73.0,69.2,860,1275,,2.411,,
1491,1769,SAJAA-06,LEG D,HABSHAN,43_H90,13979.0,61.0,75.1,860,1268,,2.583,,
1492,1770,SAJAA-06,LEG D,HABSHAN,43_H90,14040.0,60.0,67.2,860,1257,,2.749,,
1493,1771,SAJAA-06,LEG D,HABSHAN,43_H90,14100.0,45.0,66.2,860,1272,,2.597,,
1494,1772,SAJAA-06,LEG D,HABSHAN,43_H90,14145.0,29.0,76.6,860,1277,,3.032,,
1495,1773,SAJAA-06,LEG D,HABSHAN,43_H90,14174.0,26.0,69.3,860,1278,,2.693,,
1496,1774,SAJAA-06,LEG D,HABSHAN,43_H90,14200.0,54.0,65.1,860,1280,,2.573,,
1497,1775,SAJAA-06,LEG D,HABSHAN,43_H90,14254.0,46.0,70.1,860,1271,,2.731,,
1498,1776,SAJAA-06,LEG D,HABSHAN,43_H90,14300.0,38.0,83.2,860,1275,,2.713,,
1499,1777,SAJAA-06,LEG D,HABSHAN,43_H90,14338.0,62.0,66.4,860,1281,,2.667,,
1500,1778,SAJAA-06,LEG D,HABSHAN,43_H90,14400.0,40.0,67.5,860,1285,,2.845,,
1501,1779,SAJAA-06,LEG D,HABSHAN,43_H90,14440.0,26.0,66.3,860,1271,,2.699,,
